review_id,user_id,business_id,stars,useful,funny,cool,text,date
F2RmAvlZ_y4we5mS0Jtp7w,kN09afMzQcuEoMtYRRIu4g,Vnob_w_Aohf7ZDqxcJ9z2A,3,0,0,0,"Came here with a group of 15 people on a Tuesday night. We had reserved a space in advance. 
While the food was good, what was lacking was good service and cleanliness. We sat down at our table and it was sticky, and there was a dirty and also sticky fork still on it...so the assumption was that the table simply hadn't been wiped down all the way. Yuck. 
We ordered and the food took a fair amount of time, understandable because of such a large party. Problem was, when the food came out, no server knew what we'd individually ordered, so it became a huge mix up with people eating others' food. 
I ordered the pork belly tacos which had a great caramelization on the outside and tender inside. I also ordered the spicy beef pho, which was perfectly balanced with flavor after adding the accompanying bean sprouts and limes. 
The wait for the check and processing payment was long and arduous, a problem again because we had a Lyft driver waiting outside for us. 
All in all, go for the food, not for the service.",2017-03-15 15:24:30
u4as3T1vLQSX1KFssFDiOg,4P_GCHFMV0mF2SqEWwWgtQ,0qu0fNTOsSmuREYVIMPuIQ,4,0,0,0,"Stopped here last week while in the area from Burbank. Had read about it on Trip Advisor. It is in a great location, quiet, peaceful and cool under the shade of the big old trees. For its location and it being noon on a Thursday we were surprised to find there was literally only one table open when we walked in. Food is served pretty quick though so it didn't seem anyone was really waiting. 
Based on reviews we had read, my hubby had the tri-tip sandwich. I ordered the buffalo burger. I have to say that was one of the best burgers I have ever had in my life. As usual, we traded tastes of our orders. My hubby was so jealous of my buffalo burger and I heard about it several more times throughout the day, that he should've got the burger. The tri-tip was quite dry, and it was literally just the meat on bread, big bread.  The horseradish sauce (served on the side) was very tasty though.
For the tri-tip, I give a 3, hubby gives a 4. We both give the buffalo burger a definite 5++.

Either way, worth checking out if you want something with a unique atmosphere and that is away from town but not a long drive. Very peaceful.",2014-07-28 00:23:51
CCbESGbnZ7PhNZhktuW7lQ,IVq314m087_O-9ooLhWLMw,iDGohK_mkqnAfLeWC4P4TQ,5,0,0,0,Found 51st Deli on Uber Eats and we loved it!!! I can't wait to check it out in person!,2017-01-14 21:23:10
HuWEnZr7-0HveaqXxyywgg,Eb8LgZArKmW0KgW6lTni-w,YbnJYHNp_fHbI-hcFg48vQ,5,2,0,2,"The kayaking tour at the Santa Cruz Island was great.  My husband and I had a wonderful time.  Jen, our tour guide, was helpful and informative.  We had a lot of fun exploring the caves.  We didn't expect much but this tour definitely exceeded our expectation.",2009-08-03 21:55:27
W2btfi-4gtoDDOQkZysdAw,nlCZQEELgzkIma8ZLG9Sug,vF32KjPs8BgltSa484P1Yg,5,1,1,1,"Stopped here for lunch on the way to drop some people off at the airport. It's a bit unexpected and a tiny bit off the beaten path on a residential street just behind a business district.

I chose the vegetarian plate and a Greek salad. The salad was the absolute best I've ever had. The cheese was absolutely fresh, the vegetables were fresh and chopped just for the salad, and the dressing and seasoning was perfect. The salad was quite large on its own and could easily make a light lunch by itself.

The vegetarian plate came along with their fresh pita-like bread that is baked fresh every morning, seasoned, pan fried vegetables, rice, and a tzatziki-like sauce drizzled on top. The flavors were astounding, and despite a lack of desire to stuff myself silly, I did anyway. Plenty of food for lunch and very reasonably priced.",2014-01-17 01:25:31
QsuwAldo7cc94nJxu6xKWQ,U0aN9ar9YI24Oc9JshTrDQ,dyCfFIt1XIA8lIpuWaW2eQ,5,1,0,0,"My parents and I took the Oak Alley and Laura Plantation tour on September 26th, 2015.  I forgot the name of our driver-he was very informative on our drive to the plantations.  The schedule is perfect!  We were dropped off where we had time before and after the tour for free time to walk around the properties.  They are very flexible with drop off locations on the return drive.  We got off near Jackson Square and got to enjoy the rest of the afternoon in the French Quarter.",2015-10-08 01:06:51
VN0oJh0TD2yKWUg0EN6IzA,ZihW6-M7xOl6v_fkkuv61Q,Zx7n8mdt8OzLRXVzolXNhQ,5,0,0,0,"lit!!!!! just wanna give a shoutout to my g, kyle. he was such a chill waiter and deserves a raise or somethin. he recommended me the honey hot sauce and it was some of the best hot sauce i had eaten in ages. kyle from milk and honey changed my life and i will forever owe him. also the biscuits brought me to heaven. i didn't even order one i just stole from my friends but they were just that. good. so yeah def come here and ask about kyle. tell him i miss him and that i hope we get reunited soon.",2017-10-11 01:54:27
gPphW4O_XNsmqhqRAQ6qBw,ijfCVc5I5AGDbAq6RCaj6Q,8G4mt9y5mRg161XBs-hePw,1,1,0,0,The restaurant smelled like a toilet.  I couldn't stand it.  My daughter and I got the meals to go and the guy put them in the same box.  She doesn't eat fish and that is what I got.  I know it's a sushi restaurant but she likes the California rolls.  I got the spicy tuna roll.  It was mediocre.  My daughter did enjoyed hers.  Will not be going back.,2015-03-05 00:30:24
NhbTHrDA_z1QF6L6BhmFiA,P7UyZFw5ynnueQoF0YDEkg,TLZ3-eDPLhUzfsWO4ad6Ug,4,0,0,0,"Excellent tasting Po-Boys but it could have had mire catfish, pretty skimpy.
Service, very good.",2018-08-23 21:00:53
ydXJhVuaE6r7kN1niSqA1w,iyocBf1XVHvsr3SZMpfSnA,BMMcP9fBunmTyYY6XdtQtw,1,0,0,0,"LYING SCAMMERS. BAIT AND SWITCH. Will try and take advantage of you! Online coupon says 15$ for unlimited tanning any bed for a week for first time customers. Went to Chippewa location, The lady behind the desk acted like she had no idea what I was talking about. Then I pulled up the coupon and she said it's only for students and that I needed a student ID. However the coupon said nothing about this. Then she switched to saying the coupon is expired, yet it's still on YELP and they're website. She also said they won't honor the $75 for 45$ coupon you can literally purchase on yelp either. Just bullshit line after bullshit line. I then left And called creve coeur location and the lady there says, ""yes you can still use that coupon, but you must go to the same location each time for that week once you choose a location."" I knew this as my girlfriend used it last week. DO NOT GO TO THIS PLACE!!!!",2018-01-10 01:35:47
LQO-g1dRDTzdX6Yxr_RTig,Wbuln6K4xlwyj5WMoYdjNw,gK9CdFaCXmHoW8aLfXiSqg,4,3,0,0,I went there for drinks and found the environment really nice with the brewery right there. The beer was good and the waiter was very knowledgable and kind,2016-09-18 18:18:33
gMhwE86Ef-mkYMtUxrDtlg,LcVPBNUeENzPlXNbZ2jTQw,U30ggGzFpXvc2NZYwOW3qg,5,1,0,0,"I am not an indian food type of person but this place lives up to the hype. When you go, just let Hassan make something for you, don't try and overwhelm yourself with the different options. Make sure to get a chaat and a lassi as the two really complement one another.",2013-05-07 19:25:23
E9AB7V4z8xrt2uPF7T55FQ,iYY5Ii1LGpZCpXFkHlMefw,Zx7n8mdt8OzLRXVzolXNhQ,5,0,0,0,Amazing biscuits and (fill in the blank). Great cocktails too. Highly recommended. A bit busy though.,2018-04-27 23:03:21
OC5nTy1jWjlz5_FiKFbU0Q,DKnsz2rmUkAs0jZ7Qd61WA,oQ5CPRt0R3AzFvcjNOqB1w,4,0,0,0,"The Tuck Special. So good I would drive all the way back out to Nashville from TX just to have it again. It's a mix of strange ingredients- brisket, egg, pimento cheese but combined they are an amazing flavor combination. My husband didn't care for the BBQ sauce on the table, but meat was pretty good. I can see how this place gets crowded, but if you have patience and look up the menu ahead of time, it should be manageable.",2016-09-06 18:30:56
nyRUZ8E-kl_lAQuTNODqjw,PqTi2vqgxjT98oqFhZ1Uig,4XLfecBXJ9itm4MMStGfWg,5,1,0,1,The Shop is an amazing space! Their attention to detail and services are unbelievable. Plenty of places to have private meetings as well as post up and get work done.,2018-09-25 16:34:28
8x4WVgu2t2MD48_ftQXrLw,4KNOhaUhegpmZ6sWwJtRTw,ppFCk9aQkM338Rgwpl2F5A,4,0,0,0,"Wawa is like a beacon in a cold, dark world.  I grew up around Sheetz locations, but I have to admit that I prefer Wawa.  The sandwiches are really good, and they have the typical snacks/drinks you would expect from a convenience store.  This particular location is not quite as friendly as the one I go to near the office, but whatever.  I can still walk out with all of my snacking requirements.",2014-01-17 15:12:23
4KpIldEM-tdnrJLqYzRfZQ,Z5j9Xw_G0c7M2b1-iS67wg,HTqXI5S2XcSlh_ylx9sE6g,5,1,1,1,"I've only had the cannolis here but they are awesome! They're freshly filled when ordered and the filling is phenomenal. Not too sweet, it's perfect. If you like cannoli, if you don't think you like cannoli, you should definitely get one from Termini Bros.",2018-03-23 14:35:33
E1MoAVCzLAnJX-rYwE-Rtg,iZqgOItc6CcSApUsidKKhg,MaYb7qMN6BomP1zQGj3Wjg,5,1,0,0,"Outstanding! They have great gluten-free and vegan options too. The salad, pizza, and root beer were just perfect.",2013-05-29 16:26:46
Ad91EzbAGRCR1SwkPfZJKg,LWTvg7RlyNLXIf482tXBPw,WCVFqK84i2H5EClSoow7ZA,5,0,0,0,"Traveling through in our RV, stopped over in Granite City. Found this little gem of a cafe. Upon entering, the staff was very sweet and friendly. This is like home cooking. We ate here twice and all our food choices were fresh, delicious and like we would fix at home. Yum.",2016-07-21 17:41:18
v6VgR-I99slQPt_b4lbxuQ,n_KXdXJb1bFP8lmQ91hSpw,fa6InRseC0Uxnt5d90E3LQ,5,0,0,0,Exactly as bougie and casual at the same time as you need it to be. Come with your Gucci bag or in your yoga pants and slam a delicious cocktail or three.,2018-08-23 23:54:07
5X3RdarK-hkjLR6jqZFjzw,nPQIiqZAhdsu5HOxOCnNVA,6exYCuj4iSl1Hd6hb0C_Bg,5,0,0,0,"Wow!!  That really sums up, in a very good way, my interactions with Delicious Designs and Leigh Anne!  Our wedding was only planned two months out and was supposed to be very very small so no cake was needed.  As the weeks went by, the guest list increased, so I decided I wanted a cake.  With probably less than a weeks notice, Leigh Anne stepped up and made the exact cake I had in my head.  I asked for a simple two tier lemon cake with no decorations.  Not only did she make this happen beautifully, she made chocolate vegan cupcakes for my daughter at the last minute.    I'm attaching a picture of the cake ""table"".  My daughter did the decorating and I must say, for someone with not much in the decorating department, everything came out better than I could ever imagine.  And not only was the cake perfect, it was yummy delicious.  I can't wait for my one year anniversary to dig in to that top layer! 

If you are in need of any bakery needs in Reno and you don't use Leigh Anne with Delicious Designs, well then all I can say is I'm sorry!",2017-08-07 19:55:16
Lo2giVeSNDvatEAGZRikWQ,YwMD-AVT67fmYRGxnlRSPA,alUk6OwNhofyc90NDMDY-Q,5,7,1,0,"Was taken here today by a Colombian friend who needed to satisfy a craving for something cheap and delicious. This place reminds me of Nanzhou, a Yelp favorite, because of the heaping helpings you get for next to nothing. 

I got the oxtail soup (Sancocho) with extra rice and plantains to see how it would differ from the Korean-style stuff I was used to at home. Aside from a thicker, stew-like broth and beefier potatoes, it was just as delicious. My friend got a flat steak (Carne Asada) that I think he ate in just under 10 seconds. 

Remember Yelp, you're missing out on a lot if you don't visit NE philly once in a while, especially this place.",2010-08-22 01:54:23
8KDl6ZlqXL4zlM8ptQWUMg,0O5O06pC4YgqnLVm5MznJg,V8H6z5ulGJEkaFUyRfmLKw,5,0,0,0,"The food was great, the service excellent.  Had dinner outside on the deck, saw lots of dolphins.  Will come back for sure.",2015-06-21 01:54:07
rnyCUpFeNzS7J0ojgbDKdA,0EgbVtQfdNQq3Tapxwl_sw,VCjvaX_78oEKG3I9oTJEag,4,0,0,0,"On my first day in New Orleans, I walked to Fair Grinds for a caffeine boost. It was a beautiful afternoon, and a handful of people were scattered around the shop and the outdoor seating area, working on laptops and visiting with friends. 

I ordered a small cold brew with vanilla, easy on the ice. I added a hunk of gluten free zucchini bread (the bread butt; the best part!) to my order and paid with a credit card. They have a fancy touchscreen register that lets you add tip to your card purchase. 

I topped off my drink with whole milk -- which in itself was a real treat. It's so rare to see whole milk at the mixing station! 

Before leaving, I asked what else they had in the way of a GF offering, and the young man behind the counter said ""just the zucchini bread."" That's a real bummer; the zucchini bread is great but I'd love to have more than one option. 

My drink was smooth and had a perfect flavor. I was happy with my choices. 

If I lived in the neighborhood, I'd be here all the time. I like the hipstery feeling of this place, and everything I've ordered has been delightful.",2017-03-03 23:37:39
dFgGps6gQQbWoKOR60X72w,SD2wTe9oVhG4j2fAwo1yhg,dIpTuL2T1L98GQGU17IeSw,5,3,0,1,"My friend and I visited Tampa for a concert, and about ten minutes away from the Atlanta airport he realized that he had purchased tickets for the wrong day. We had already made hotel reservations and bought the concert tickets, so he just had to pay same-day price for airfare: all in all about $800 more. ""It was totally worth it,"" he later told me, ""Because I got to have the best sandwich of my entire life.""

All because we randomly picked the Bricks of Ybor from Yelp. I can't vouch for the peanut butter or meatless menu, but the meat sandwiches that we bought were absolutely phenomenal. I had the pulled pork, which was flavored with ponzu and served on Hawaiian sweet bread. It was one of the best meals I've had in a long time. We spent a few hours hanging out and drinking, during which time Brian, the owner, came out and talked to us, comped us a drink, let us try new appetizers he was developing (all for free) and generally made us feel really welcome. 

I kept my eyes open to the kind of crowd that came in and out of the restaurant. It seemed to draw everything from hipsters to geriatrics and strait-laced families with young kids. I think it speaks to both the diversity of the menu and the pleasant environment. We went back for drinks before and after the concert. It got very crowded but we still received excellent food, drinks and service. I give this restaurant my strongest recommendation, and it's the first place I'm going when I next visit Tampa.",2012-03-02 03:16:56
e4e1OLjmdLfYET_v3nEHvw,VvKepoJdgaLfc1nUsJE9ZQ,JcP1z6eZBgTIcxWlyxSw0g,5,1,0,1,"After today's lunch, Iris has moved to the top of my New Orleans favorites lists--no small feat in a city where restaurants are numerous and culinary competition is fierce. Iris excels in every area: food, drinks, service, atmosphere, location, music and overall graciousness. I made the reservation for 10-15 people, not knowing exactly how many in my party would show up. Iris pulled out all the stops to make sure everyone had comfortable seating and even prepared an overflow table for us. At no time did we feel jostled or rushed, which is a common fine dining concern. 

The layout of the restaurant allowed diners to move freely to and from the table and to exchange seats as needed. The music selection was fun and unique, ranging from the Magnetic Fields to Johnny Cash. It was also quiet enough to be enjoyed while allowing conversation to flow unimpeded. Our waiter had excellent timing and anticipated our every need. 

Though they don't have a full drink menu for lunch (I hear they have an amazing mixologist for the dinner hour) they do offer a selection of martinis and wines. One of the guests has accounts with several high-end bars in the Quarter, and the drink list passed his muster. Our table settled for Chardonnays, Perseco and chilled shots of Chartreuse, though I hear they have several types of absinthe as well. 

Our group began with slices of warm, heavenly bread that Iris bakes in house. We continued with an assortment of salads--I had the Hollygrove arugula with warm goat cheese, niçoise olives and balsamic vinaigrette. It was fresh perfection. A few of us opted for the mussels, which I heard were delicious. For my main course, I had a wonderful drum with onions prepared in a tangy soy reduction, which was an elegant complement for the fish. I also heard rave reviews about the gnocci and chicken. 

All the entrees were creatively arranged and selected, and at no point did I feel overwhelmed or that any fuss or pretense had gone into the food. I also appreciated that the portions were European-sized (it always makes me laugh when other Americans list too-small portion size as a complaint even when the food is well-prepared!). Iris prepares a lot of their basic ingredients in-house, and I appreciate that the kitchen makes a point of incorporating gulf fish and produce purchased from local, farmer-friendly markets. 

We settled on the prix fixe menu, which was $20 a person for appetizer, main course and the dessert of the day (the best strawberry sorbet I have had yet). With the added drinks and tip it came out to under $35 a person, which is an excellent price for such a delicious white-linen lunch. No matter the size of my group, I will definitely be returning!",2010-05-14 22:21:21
XZl9M7HrwqqQUEOUu4azkA,16yfdXvoj6ra0hqFjLu2cQ,DRnvSL_I8MLuTLhl6O4JBQ,5,3,0,0,"I am a huge fan of Gennaro's. It's got a thin crust, sweet and rich tomato sauce along w fresh mozzarella cheese. Also, the meatballs are excellent. Can't say enough about how much I love it here. Also, the decor is vintage and adorable. 

I have yet to be disappointed with Gennaro's",2016-02-23 17:51:22
zyWcynpTTkXaM3bfyALlBg,fPmWOEvI5SipdVav3fcIqA,NT5S6JV5wPwKOd3s3Yh1zQ,2,0,0,0,"Ew. I don't know what upsets me more, the borderline gross food or how much I had to pay for it. We waited forever to get into this place which served me a relatively tasteless burger on an incredibly soggy McDonald's quality bun and the saltiest fries I have ever eaten. Yes, truffle oil is delicious, but pouring it over burned, greasy fries does not a delicious, 16 dollar meal make. We won't be back.",2014-04-19 17:34:50
ep8FfviAfqHNyhpW6MQ2jA,n-lBS02-3yvlY5Q91mmwDA,2S_CEQYBbp8RO1bJm_1mng,2,3,3,4,"Hipsters unite!  I've never had a good time at The Taint, despite several people's attempts top tell me otherwise.  I'm not impressed by the apathy here, or the dirty-headed Garden District crapfest of regular clientele.  Boo.",2005-07-10 17:20:44
zBrO_zs81k9U-ZpyR_p8fw,FsbQY_iNJPm4xAZ9vERCBw,Jx2AoB_IQOUrZ3s6fdAUSA,5,0,0,0,Great Cranberry Orange Muffin and Caffe Latte on a Saturday morning. Great ambience and fast service.,2017-05-13 13:05:01
EmLTCw2p9BhOwnzHFXgGaQ,glO-c9FC0RaY2GyiamCQFA,OlOVRlcEstxKK_6hMjy63A,3,0,0,0,"One of the few diners in North Wilmington, and the only one that probably isn't really bad. I've had totally ordinary diner fare here, and used to come by after swim meets. Nothing particularly good or bad about this place.",2014-08-25 03:05:45
XiAI47_GWuqV0cxwuYB3Bw,zg2FNzIq6s7n41H1E5NnWg,DsKzHnkLKnxZTVsFpts4oA,4,1,0,0,"Went here with a few friends as the place to have our reunion dinner. We hadn't seen eachother since elementary school and got reacquainted through Facebook so this was a pretty special dinner. 

The restaurant is very swanky and the prices show this. I do think the food was worth the price although all of my party thought it was very expensive. I ordered the lobster bake which was delicious. It was not fantastic and there wasn't alot of seafood but it was adequate for me. I also ordered a Neopolitan Old Fashion which was made perfectly. 

My friends ordered the fritters, carpaccio, crab cake and fries. Plus 2 shots of tequila, a lemonade and 2 more old fashions. Bill was $170 which is not bad but some of my friends weren't expected it. 

And I must say something about our waiter. Unfortunately, I didn't remember his name but he was fantastic! Very attentive, nice and even bought out a dessert because it was also one of my friend's bday. He was just real cool. 

5 stars for service
3 stars for food
4 stars for ambience 
2 stars for price.  

But I was satisfied.",2018-05-28 20:37:32
GK5JEpizD-nDGXsJUYVLTg,9QpNZ4-0gJow6xj-6OZe8Q,6JFTijOMHB46yBoyVOjPCA,4,0,1,0,The court house is very old and the art is great. The spiral staircase is funny. One can get view of entire city from 5th level. The tower clock room is really surprising with all mechanical gears inside!! You need a prior appointment to get into clock room. Worth spending 2 to 3 hours of time here.,2015-08-30 16:48:31
67cGcRrS0jTvB8p7rpaPew,8YSxVaD203mE_9FR4nCEVA,oQ5CPRt0R3AzFvcjNOqB1w,3,1,0,0,Honestly the food doesn't knock my socks off but other people seem to love this place. I go because my husband likes it as for me I'd rather go to a different BBQ spot. I guess it also depends on what you order.,2016-01-17 13:26:19
-a1oXSx2ryjhABWgRmbGMQ,nO7W9zBspe2yBwpLtw18lA,0wQCEcpZ57TmTm6EmEDsIw,4,0,0,0,"I used to go here all the time for the lunch special, and it was a great deal. We've been only a few times in the last year because my husband isn't a fan, but I enjoy it. The prices do seem to have gone up a fair bit in recent times, but it's still never a disappointing meal.",2017-08-28 21:12:29
